POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH,URL_ID,URL
5,0,0.99999980000004,0.018867924457102173,15.588235294117647,0.2641509433962264,6.340954495005549,15.588235294117647,70,265,2.139622641509434,8,6.675471698113207,Netclan20241127,https://insights.blackcoffer.com/google-data-studio-dashboard-for-marketing-ads-and-traction-data/
6,1,0.7142856122449125,0.040697674181990266,13.23076923076923,0.29651162790697677,5.410912343470483,13.23076923076923,51,172,2.145348837209302,8,6.459302325581396,Netclan20241128,https://insights.blackcoffer.com/gangala-in-e-commerce-big-data-etl-elt-solution-and-data-warehouse/
19,3,0.7272726942148775,0.08461538428994084,26.0,0.2846153846153846,10.513846153846155,26.0,74,260,2.2346153846153847,10,6.7384615384615385,Netclan20241129,https://insights.blackcoffer.com/big-data-solution-to-an-online-multivendor-marketplace-ecommerce-business/
1,3,-0.49999987500003124,0.03883495107927232,20.6,0.32038834951456313,8.368155339805826,20.6,33,103,2.2718446601941746,6,6.990291262135922,Netclan20241130,https://insights.blackcoffer.com/creating-a-custom-report-and-dashboard-using-the-data-got-from-atera-api/
10,2,0.6666666111111158,0.06593406557179085,16.545454545454547,0.4945054945054945,6.815984015984018,16.545454545454547,90,182,2.8131868131868134,0,8.335164835164836,Netclan20241131,https://insights.blackcoffer.com/azure-data-lake-and-power-bi-dashboard/
1,6,-0.7142856122449125,0.018617021227082392,17.904761904761905,0.26063829787234044,7.266160081053698,17.904761904761905,98,376,2.0851063829787235,8,6.236702127659575,Netclan20241132,https://insights.blackcoffer.com/google-data-studio-pipeline-with-gcp-mysql/
27,16,0.25581394753921055,0.058583106187216474,16.681818181818183,0.3106267029972752,6.796977953926184,16.681818181818183,228,734,2.2329700272479562,12,6.782016348773842,Netclan20241133,https://insights.blackcoffer.com/quickbooks-dashboard-to-find-patterns-in-finance-sales-and-forecasts/
12,3,0.5999999600000027,0.03605769222101516,18.90909090909091,0.31009615384615385,7.687674825174826,18.90909090909091,129,416,2.3173076923076925,5,7.168269230769231,Netclan20241134,https://insights.blackcoffer.com/marketing-sales-and-financial-data-business-dashboard-wink-report/
0,0,0.0,0.0,16.0,0.125,6.45,16.0,2,16,1.3125,1,5.375,Netclan20241135,https://insights.blackcoffer.com/react-native-apps-in-the-development-portfolio/
2,1,0.33333322222225925,0.036585365407495546,11.714285714285714,0.47560975609756095,4.87595818815331,11.714285714285714,39,82,2.573170731707317,0,7.597560975609756,Netclan20241136,https://insights.blackcoffer.com/a-leading-firm-website-seo-optimization/
4,0,0.9999997500000625,0.056338027375520745,11.833333333333334,0.38028169014084506,4.885446009389672,11.833333333333334,27,71,2.2253521126760565,0,6.901408450704225,Netclan20241137,https://insights.blackcoffer.com/a-leading-hospitality-firm-in-the-usa-website-seo-optimization/
2,3,-0.199999960000008,0.08064515998959419,8.857142857142858,0.4032258064516129,3.704147465437788,8.857142857142858,25,62,2.2580645161290325,0,6.725806451612903,Netclan20241139,https://insights.blackcoffer.com/a-leading-musical-instrumental-website-seo-optimization/
2,1,0.33333322222225925,0.04545454476584023,11.0,0.42424242424242425,4.569696969696969,11.0,28,66,2.409090909090909,0,7.545454545454546,Netclan20241140,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-seo-and-website-optimization/
13,7,0.29999998500000075,0.06493506472423681,14.666666666666666,0.3246753246753247,5.996536796536796,14.666666666666666,100,308,2.25,23,6.876623376623376,Netclan20241141,https://insights.blackcoffer.com/immigration-datawarehouse-ai-based-recommendations/
4,8,-0.3333333055555579,0.04255319133846386,14.842105263157896,0.3546099290780142,6.078686076894364,14.842105263157896,100,282,2.379432624113475,3,6.858156028368795,Netclan20241143,https://insights.blackcoffer.com/key-audit-matters-predictive-modeling/
8,2,0.599999940000006,0.07692307633136096,13.0,0.2923076923076923,5.316923076923078,13.0,38,130,2.253846153846154,1,6.961538461538462,Netclan20241144,https://insights.blackcoffer.com/splitting-of-songs-into-its-vocals-and-instrumental/
12,2,0.7142856632653098,0.06763284991481715,9.857142857142858,0.3671497584541063,4.0897170462387855,9.857142857142858,76,207,2.5072463768115942,12,7.4396135265700485,Netclan20241145,https://insights.blackcoffer.com/ai-and-ml-technologies-to-evaluate-learning-assessments/
9,4,0.3846153550295881,0.05676855870406743,13.470588235294118,0.32751091703056767,5.519239660929874,13.470588235294118,75,229,2.2794759825327513,10,6.790393013100437,Netclan20241146,https://insights.blackcoffer.com/datawarehouse-and-recommendations-engine-for-airbnb/
4,0,0.9999997500000625,0.022099447391715762,12.066666666666666,0.3425414364640884,4.963683241252302,12.066666666666666,62,181,2.292817679558011,1,7.016574585635359,Netclan20241147,https://insights.blackcoffer.com/real-estate-data-warehouse/
4,1,0.599999880000024,0.02747252732157952,13.0,0.3021978021978022,5.3208791208791215,13.0,55,182,2.208791208791209,8,6.906593406593407,Netclan20241148,https://insights.blackcoffer.com/traction-dashboards-of-marketing-campaigns-and-posts/
3,0,0.9999996666667778,0.02222222205761317,19.285714285714285,0.3851851851851852,7.868359788359789,19.285714285714285,52,135,2.3407407407407406,0,6.948148148148148,Netclan20241149,https://insights.blackcoffer.com/google-local-service-ads-lsa-data-warehouse/
3,3,0.0,0.04511278161569337,26.6,0.2932330827067669,10.757293233082708,26.6,39,133,2.2781954887218046,0,7.037593984962406,Netclan20241150,https://insights.blackcoffer.com/google-local-service-ads-missed-calls-and-messages-automation-tool/
4,0,0.9999997500000625,0.033898304797471995,19.666666666666668,0.3983050847457627,8.025988700564971,19.666666666666668,47,118,2.406779661016949,0,7.127118644067797,Netclan20241151,https://insights.blackcoffer.com/marketing-ads-leads-call-status-data-tool-to-bigquery/
4,0,0.9999997500000625,0.03333333305555556,20.0,0.3416666666666667,8.136666666666667,20.0,41,120,2.325,0,7.016666666666667,Netclan20241152,https://insights.blackcoffer.com/marketing-analytics-to-automate-leads-call-status-and-reporting/
2,0,0.99999950000025,0.015748031372062744,11.545454545454545,0.3700787401574803,4.76621331424481,11.545454545454545,47,127,2.322834645669291,0,6.929133858267717,Netclan20241153,https://insights.blackcoffer.com/callrail-analytics-leads-report-alert/
3,1,0.49999987500003124,0.030303030073461894,26.4,0.3106060606060606,10.684242424242425,26.4,41,132,2.212121212121212,0,6.7272727272727275,Netclan20241154,https://insights.blackcoffer.com/marketing-automation-tool-to-notify-lead-details-to-clients-over-email-and-phone/
4,1,0.599999880000024,0.03787878759182737,18.857142857142858,0.3484848484848485,7.682251082251082,18.857142857142858,46,132,2.340909090909091,0,6.825757575757576,Netclan20241155,https://insights.blackcoffer.com/data-etl-local-service-ads-leads-to-bigquery/
14,1,0.8666666088888928,0.0773195872303114,11.411764705882353,0.31958762886597936,4.692540933899333,11.411764705882353,62,194,2.195876288659794,2,6.77319587628866,Netclan20241156,https://insights.blackcoffer.com/marbles-stimulation-using-python/
11,9,0.09999999500000024,0.03906249992370606,10.448979591836734,0.2734375,4.288966836734693,10.448979591836734,140,512,2.189453125,6,6.7734375,Netclan20241157,https://insights.blackcoffer.com/stocktwits-data-structurization/
10,7,0.17647057785467188,0.051987767425113865,14.217391304347826,0.48623853211009177,5.8814519345831675,14.217391304347826,159,327,2.654434250764526,5,7.5963302752293576,Netclan20241158,https://insights.blackcoffer.com/sentimental-analysis-on-shareholder-letter-of-companies/
12,9,0.14285713605442207,0.04174950289910636,14.371428571428572,0.3836978131212724,5.902050553819938,14.371428571428572,193,503,2.3618290258449304,3,6.938369781312128,Netclan20241159,https://insights.blackcoffer.com/population-and-community-survey-of-america/
19,17,0.05555555401234573,0.047244094426188855,11.723076923076922,0.3451443569553806,4.827288512012921,11.723076923076922,263,762,2.279527559055118,7,6.698162729658793,Netclan20241160,https://insights.blackcoffer.com/google-lsa-api-data-automation-and-dashboarding/
7,10,-0.17647057785467188,0.0944444439197531,12.857142857142858,0.2722222222222222,5.251746031746032,12.857142857142858,49,180,2.238888888888889,14,6.738888888888889,Netclan20241161,https://insights.blackcoffer.com/healthcare-data-analysis/
0,0,0.0,0.0,77.0,0.16883116883116883,30.86753246753247,77.0,13,77,2.2857142857142856,0,7.0,Netclan20241162,https://insights.blackcoffer.com/budget-sales-kpi-dashboard-using-power-bi/
2,0,0.99999950000025,0.0298507458231232,9.571428571428571,0.31343283582089554,3.953944562899787,9.571428571428571,21,67,2.2238805970149254,1,6.835820895522388,Netclan20241163,https://insights.blackcoffer.com/amazon-buy-bot-an-automation-ai-tool-to-auto-checkouts/
